userid;badgenumber;editan;id;nik;tgl;kdjamkerja;kdregu;shift;shiftke;jam_masuk;jam_masuk_min;jam_masuk_max;jam_pulang;jam_pulang_min;jam_pulang_max;keterangan;status;kdhari_masuk;kdhari_pulang;jam_masuk_absen;jam_pulang_absen
;;;1123634;0318.308       ;2021-04-20;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:06:45;18:18:05
;;;1123635;0318.308       ;2021-04-21;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:28:41;16:51:34
;;;1123636;0318.308       ;2021-04-22;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:02:22;15:54:07
;;;1123637;0318.308       ;2021-04-23;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:23:18;17:54:04
;;;1123638;0318.308       ;2021-04-24;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;07:12:05;13:11:24
;;;1123639;0318.308       ;2021-04-26;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;10:29:30;16:47:23
;;;1123666;0418.315       ;2021-04-28;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;;
;;;1124934;0221.433       ;2021-04-29;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;;
;;;1127287;0517.258       ;2021-04-26;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;;
;;;1132790;0418.314       ;2021-05-17;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;;
;;;1123640;0318.308       ;2021-04-27;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:09:29;19:48:47
;;;1123641;0318.308       ;2021-04-28;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:03:12;16:48:59
;;;1123642;0318.308       ;2021-04-29;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;14:02:04;16:08:22
;;;1123643;0318.308       ;2021-04-30;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:23:41;15:26:15
;;;1123644;0418.315       ;2021-04-01;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:10:25;16:02:16
;;;1123645;0418.315       ;2021-04-03;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;10:18:31;13:58:36
;;;1123646;0418.315       ;2021-04-05;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;09:10:24;16:22:13
;;;1123647;0418.315       ;2021-04-06;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:41:26;16:23:17
;;;1123648;0418.315       ;2021-04-07;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;09:16:39;15:56:09
;;;1123701;0421.442       ;2021-04-20;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;07:50:32;16:22:03
;;;1123702;0421.442       ;2021-04-21;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;07:52:28;16:17:26
;;;1123707;0421.442       ;2021-04-27;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;;
;;;1123714;0920.403       ;2021-04-06;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;07:24:16;16:02:56
;;;1123715;0920.403       ;2021-04-07;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;07:13:35;16:22:30
;;;1123716;0920.403       ;2021-04-08;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;07:25:41;16:21:55
;;;1123717;0920.403       ;2021-04-09;NSB  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;07:10:16;17:32:50
;;;1123718;0920.403       ;2021-04-10;NSC  ;NS    ;;1;08:00:00;06:00:00;;13:00:00;;23:59:00;;;;;07:56:02;14:35:57
;;;1123719;0920.403       ;2021-04-12;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;08:20:39;16:16:50
;;;1124890;0221.428       ;2021-04-07;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;;
;;;1123663;0418.315       ;2021-04-24;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;09:26:41;13:53:45
;;;1123664;0418.315       ;2021-04-26;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:57:16;16:20:26
;;;1123665;0418.315       ;2021-04-27;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:58:43;12:04:24
;;;1123667;0418.315       ;2021-04-29;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:53:17;17:17:13
;;;1123668;0418.315       ;2021-04-30;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:21:55;16:09:38
;;;1123669;0421.441       ;2021-04-01;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;;
;;;1123670;0421.441       ;2021-04-03;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;;
;;;1123671;0421.441       ;2021-04-05;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:51:08;17:12:28
;;;1123672;0421.441       ;2021-04-06;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:50:04;16:06:51
;;;1123673;0421.441       ;2021-04-07;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:53:51;17:33:16
;;;1123674;0421.441       ;2021-04-08;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:49:48;16:49:55
;;;1123675;0421.441       ;2021-04-09;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:55:42;17:12:44
;;;1124091;0612.069       ;2021-04-08;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;;
;;;1124760;0120.378       ;2021-04-30;NSB  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;;
;;;1125097;0421.447       ;2021-04-29;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;;
;;;1123658;0418.315       ;2021-04-19;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:22:24;16:01:19
;;;1123659;0418.315       ;2021-04-20;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;11:06:37;15:34:07
;;;1123660;0418.315       ;2021-04-21;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:59:34;17:27:09
;;;1123661;0418.315       ;2021-04-22;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:58:50;14:49:42
;;;1123662;0418.315       ;2021-04-23;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:58:27;16:23:10
;;;1123691;0421.441       ;2021-04-28;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:56:23;15:04:41
;;;1123692;0421.441       ;2021-04-29;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:54:01;15:40:32
;;;1123693;0421.441       ;2021-04-30;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:59:39;15:02:40
;;;1123696;0421.442       ;2021-04-14;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;;
;;;1123781;1120.409       ;2021-04-26;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;08:05:57;16:46:50
;;;1123782;1120.409       ;2021-04-27;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;07:42:15;17:04:05
;;;1123783;1120.409       ;2021-04-28;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;07:59:24;15:22:50
;;;1123784;1120.409       ;2021-04-29;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;08:15:35;18:21:52
;;;1123785;1120.409       ;2021-04-30;NSB  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;11:15:56;16:49:48
;;;1123786;1120.411       ;2021-04-01;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:51:41;17:59:13
;;;1123787;1120.411       ;2021-04-03;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;08:34:53;16:56:12
;;;1123788;1120.411       ;2021-04-05;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:19:53;16:50:56
;;;1123789;1120.411       ;2021-04-06;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;09:02:50;18:34:31
;;;1124242;0818.328       ;2021-04-09;NC2  ;NC    ;;1;07:30:00;06:00:00;;16:00:00;;23:59:00;;;;;;
;;;1124459;0919.359       ;2021-04-29;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;;
;;;1124555;1115.189       ;2021-04-24;NC3  ;NC    ;;1;07:30:00;06:00:00;;12:30:00;;23:59:00;;;;;;
;;;1124646;0112.002       ;2021-04-14;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;;
;;;1125086;0421.444       ;2021-04-19;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;;
;;;1125498;1119.373       ;2021-04-30;NSB  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;;
;;;1125512;1120.413       ;2021-04-17;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;08:28:40;16:34:25
;;;1125524;1217.292       ;2021-04-01;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;;
;;;1127176;0416.213       ;2021-04-03;NSC  ;NS    ;;1;08:00:00;06:00:00;;13:00:00;;23:59:00;;;;;;
;;;1127350;1117.289       ;2021-04-12;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;;
;;;1127637;0312.066       ;2021-04-26;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;;
;;;1127942;0917.272       ;2021-04-01;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;;
;;;1128047;1013.113       ;2021-04-08;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;;
;;;1130228;1220.421       ;2021-05-03;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;;
;;;1132582;0312.066       ;2021-05-08;NSC  ;NS    ;;1;08:00:00;06:00:00;;13:00:00;;23:59:00;;;;;;
;;;1132586;0312.066       ;2021-05-17;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;;
;;;1132646;0720.392       ;2021-05-17;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;;
;;;1133280;0521.450       ;2021-05-08;NSC  ;NS    ;;1;08:00:00;06:00:00;;13:00:00;;23:59:00;;;;;;
;;;1133652;0118.300       ;2021-05-08;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;;
;;;1123676;0421.441       ;2021-04-10;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;07:47:33;14:48:59
;;;1123677;0421.441       ;2021-04-12;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:09:29;16:44:42
;;;1123678;0421.441       ;2021-04-13;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:54:21;15:26:48
;;;1123679;0421.441       ;2021-04-14;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:46:49;17:59:32
;;;1123680;0421.441       ;2021-04-15;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:01:13;16:57:26
;;;1123681;0421.441       ;2021-04-16;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:48:33;18:32:31
;;;1123682;0421.441       ;2021-04-17;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;07:46:37;13:57:02
;;;1123683;0421.441       ;2021-04-19;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:45:27;17:41:53
;;;1123684;0421.441       ;2021-04-20;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:49:13;16:35:29
;;;1123685;0421.441       ;2021-04-21;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:49:14;15:04:29
;;;1123686;0421.441       ;2021-04-22;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;;
;;;1123687;0421.441       ;2021-04-23;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;;
;;;1123688;0421.441       ;2021-04-24;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;;
;;;1123689;0421.441       ;2021-04-26;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:56:06;15:10:09
;;;1123690;0421.441       ;2021-04-27;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:50:06;14:58:04
;;;1123694;0421.442       ;2021-04-12;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;16:25:43;16:25:45
;;;1123695;0421.442       ;2021-04-13;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;07:43:35;16:20:11
;;;1133734;0521.446       ;2021-05-11;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;;
;;;1133620;1020.405       ;2021-05-08;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;07:54:14;13:03:47
;;;1133621;1020.405       ;2021-05-10;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:43:14;16:32:01
;;;1133622;1020.405       ;2021-05-11;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:52:44;16:07:03
;;;1133623;1020.405       ;2021-05-12;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:40:03;13:06:26
;;;1133624;1020.407       ;2021-05-08;NC3  ;NC    ;;1;07:30:00;06:00:00;;12:30:00;;23:59:00;;;;;07:46:50;13:15:50
;;;1133625;1020.407       ;2021-05-10;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;16:30:11;16:30:24
;;;1133626;1020.407       ;2021-05-11;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:31:16;16:15:48
;;;1133627;1020.407       ;2021-05-12;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:35:53;12:41:48
;;;1133628;1115.189       ;2021-05-08;NC3  ;NC    ;;1;07:30:00;06:00:00;;12:30:00;;23:59:00;;;;;07:37:08;13:02:33
;;;1133629;1115.189       ;2021-05-10;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:44:52;16:03:56
;;;1133630;1115.189       ;2021-05-11;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:48:16;16:03:54
;;;1133631;1115.189       ;2021-05-12;NC1  ;NC    ;;1;07:30:00;06:00:00;;15:30:00;;23:59:00;;;;;07:36:09;13:02:19
;;;1133632;1217.294       ;2021-05-08;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;07:27:19;13:18:32
;;;1133633;1217.294       ;2021-05-10;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:27:18;16:01:56
;;;1133634;1217.294       ;2021-05-11;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:27:15;16:01:20
;;;1133635;1217.294       ;2021-05-12;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:28:54;17:58:00
;;;1133636;1220.418       ;2021-05-08;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;07:20:18;13:49:01
;;;1133637;1220.418       ;2021-05-10;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:59:19;16:09:10
;;;1133638;1220.418       ;2021-05-11;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:01:19;16:58:14
;;;1133639;1220.418       ;2021-05-12;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:58:33;14:27:59
;;;1133640;1220.419       ;2021-05-08;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;10:19:33;11:37:02
;;;1133641;1220.419       ;2021-05-10;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;09:27:18;15:25:19
;;;1133642;1220.419       ;2021-05-11;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;10:02:51;15:47:02
;;;1133643;1220.419       ;2021-05-12;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;10:35:31;12:37:02
;;;1133653;0118.300       ;2021-05-10;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;;
;;;1133654;0118.300       ;2021-05-11;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;;
;;;1133655;0118.300       ;2021-05-12;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;;
;;;1133656;0119.340       ;2021-05-08;NSC  ;NS    ;;1;08:00:00;06:00:00;;13:00:00;;23:59:00;;;;;08:06:31;15:03:33
;;;1133657;0119.340       ;2021-05-10;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;07:55:22;17:08:50
;;;1133658;0119.340       ;2021-05-11;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;07:56:52;16:29:08
;;;1133659;0119.340       ;2021-05-12;NSA  ;NS    ;;1;08:00:00;06:00:00;;16:00:00;;23:59:00;;;;;07:56:58;13:05:27
;;;1123802;1120.411       ;2021-04-21;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:04:39;15:52:38
;;;1123803;1120.411       ;2021-04-22;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:17:06;15:39:05
;;;1123804;1120.411       ;2021-04-23;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:58:19;18:57:19
;;;1123805;1120.411       ;2021-04-24;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;08:35:55;13:30:04
;;;1123806;1120.411       ;2021-04-26;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:21:31;16:20:50
;;;1123807;1120.411       ;2021-04-27;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:16:54;17:01:24
;;;1123808;1120.411       ;2021-04-28;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;09:49:07;17:28:11
;;;1123809;1120.411       ;2021-04-29;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:34:42;16:30:10
;;;1123810;1120.411       ;2021-04-30;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;09:42:35;16:32:10
;;;1123811;1120.412       ;2021-04-01;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:19:48;16:18:28
;;;1123812;1120.412       ;2021-04-03;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;09:36:49;13:06:46
;;;1123813;1120.412       ;2021-04-05;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:20:33;16:34:16
;;;1123814;1120.412       ;2021-04-06;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:29:09;16:06:14
;;;1123815;1120.412       ;2021-04-07;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;09:45:09;16:04:59
;;;1123816;1120.412       ;2021-04-08;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:29:21;16:15:22
;;;1123817;1120.412       ;2021-04-09;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;09:05:13;16:26:02
;;;1123818;1120.412       ;2021-04-10;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;09:17:00;13:56:58
;;;1123819;1120.412       ;2021-04-12;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:59:06;16:06:24
;;;1123820;1120.412       ;2021-04-13;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;10:34:30;16:14:13
;;;1123821;1120.412       ;2021-04-14;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;09:27:18;16:09:20
;;;1123822;1120.412       ;2021-04-15;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;10:23:46;16:33:43
;;;1123823;1120.412       ;2021-04-16;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:21:15;16:13:02
;;;1123824;1120.412       ;2021-04-17;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;08:01:19;14:18:17
;;;1123825;1120.412       ;2021-04-19;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:14:02;16:02:30
;;;1123826;1120.412       ;2021-04-20;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:45:19;17:57:51
;;;1123827;1120.412       ;2021-04-21;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:44:45;16:49:41
;;;1123828;1120.412       ;2021-04-22;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:44:05;20:38:38
;;;1123829;1120.412       ;2021-04-23;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:51:12;16:39:44
;;;1123830;1120.412       ;2021-04-24;SL3  ;SL    ;;1;07:30:00;05:00:00;;13:00:00;;23:59:00;;;;;07:55:56;13:46:09
;;;1123831;1120.412       ;2021-04-26;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:04:18;16:31:31
;;;1123832;1120.412       ;2021-04-27;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;08:22:52;16:57:05
;;;1123833;1120.412       ;2021-04-28;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:49:59;16:41:40
;;;1123834;1120.412       ;2021-04-29;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:43:13;16:41:56
;;;1123835;1120.412       ;2021-04-30;SL2  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;07:54:19;16:35:56
;;;1123836;0112.030       ;2021-04-01;SL1  ;SL    ;;1;07:30:00;05:00:00;;16:00:00;;23:59:00;;;;;;
